"CustomerId","AccountType","RegionCode","LoyaltyScore","MarketingOptIn","JoinDate"
15613713,"Basic","S1",36,0,"2023-01-22"
15664204,"Plus","S2",86,1,"2023-11-03"
15639415,"Basic","N3",54,0,"2023-01-11"
15806332,"Basic","N1",19,0,"2024-09-30"
15614929,"Basic","N2",25,0,"2024-03-17"
15695492,"Basic","N1",67,0,"2024-07-15"
15635972,"Basic","N2",100,0,"2023-07-17"
15616380,"Basic","S2",53,0,"2024-06-12"
15581440,"Basic","S2",98,1,"2023-02-13"
15654390,"Premium","N1",75,0,"2023-07-04"
15660688,"Basic","N1",48,0,"2024-01-24"
15806307,"Basic","N2",42,1,"2024-07-04"
15647975,"Basic","N2",47,0,"2024-05-21"
15595728,"Plus","N3",91,0,"2024-03-17"
15735388,"Basic","N3",42,1,"2024-05-10"
15788535,"Basic","N3",2,0,"2024-05-19"
15765902,"Basic","N1",6,0,"2023-05-17"
15642345,"Basic","W1",46,0,"2023-10-06"
15641250,"Basic","W1",66,1,"2023-06-13"
15706163,"Basic","W1",81,0,"2024-06-26"
15746708,"Basic","W1",40,1,"2025-05-01"
15775203,"Basic","N3",58,0,"2023-01-23"
15787907,"Basic","N1",78,0,"2024-12-11"
15646764,"Plus","W1",74,0,"2024-05-21"
15678284,"Plus","S2",33,0,"2024-11-16"
15726791,"Basic","S1",62,1,"2024-05-24"
15813144,"Basic","S2",12,1,"2024-07-23"
15669342,"Premium","N1",96,0,"2024-12-08"
15710366,"Basic","N1",49,0,"2024-08-22"
15614934,"Basic","S1",88,0,"2024-03-19"
15588701,"Plus","N2",78,0,"2023-05-22"
15665438,"Basic","N2",5,0,"2023-10-08"
15644896,"Basic","N2",51,1,"2023-07-26"
15670205,"Basic","N3",69,0,"2024-11-14"
15635776,"Premium","N2",32,0,"2023-10-29"
15791053,"Basic","N3",49,1,"2024-02-01"
15644005,"Plus","N3",97,0,"2023-11-14"
457387312,"Premium","N2",60,1,"2025-02-25"
15751057,"Basic","N2",46,1,"2025-05-29"
15623430,"Basic","S1",68,0,"2025-05-07"
15769312,"Basic","W1",94,0,"2023-02-17"
15708212,"Basic","S1",41,0,"2024-11-03"
15650258,"Basic","N3",81,1,"2024-11-07"
15604345,"Premium","S1",67,0,"2024-01-25"
15578297,"Plus","N3",13,1,"2024-01-14"
15671789,"Plus","N1",100,0,"2023-08-05"
15726186,"Basic","N3",18,0,"2024-09-20"
15764618,"Plus","N3",87,1,"2025-04-28"
15730738,"Premium","S1",99,0,"2023-09-08"
15637650,"Plus","W1",97,1,"2025-05-17"
15625904,"Basic","N1",51,0,"2024-03-09"
15654463,"Plus","S2",36,0,"2025-01-25"
15774151,"Basic","S2",81,0,"2025-01-28"
15693259,"Basic","W1",34,1,"2024-08-07"
15642468,"Basic","S2",12,1,"2023-10-11"
15758531,"Plus","N1",5,1,"2024-04-27"
15728352,"Plus","N2",48,0,"2024-12-07"
15637240,"Basic","N1",91,0,"2023-09-24"
15595588,"Basic","S1",40,0,"2024-08-21"
15778395,"Basic","N3",13,0,"2023-09-03"
15711825,"Basic","N3",26,1,"2023-06-07"
15599251,"Basic","S1",14,1,"2023-12-23"
15570004,"Basic","S1",96,0,"2024-07-01"
15656912,"Plus","N3",11,1,"2023-08-24"
15657342,"Basic","W1",38,1,"2025-01-29"
15716284,"Basic","N2",80,1,"2024-04-04"
15672374,"Basic","N2",57,0,"2023-04-10"
15732476,"Premium","N2",22,1,"2025-01-08"
15747724,"Plus","S1",16,0,"2023-04-29"
15633877,"Plus","N3",77,0,"2023-12-20"
15672516,"Basic","W1",76,0,"2024-12-08"
15607827,"Plus","N3",82,0,"2023-03-29"
15751336,"Basic","N3",29,0,"2023-02-05"
15646539,"Plus","W1",82,0,"2023-11-10"
15756901,"Premium","N1",2,1,"2024-06-23"
15809286,"Plus","W1",54,0,"2024-07-04"
15759021,"Premium","N1",2,0,"2023-11-18"
15579130,"Plus","S2",3,0,"2024-03-02"
15754112,"Basic","N1",93,0,"2024-05-31"
15735522,"Premium","N2",56,0,"2024-10-14"
15613326,"Basic","N2",72,0,"2025-01-09"
15739502,"Basic","W1",11,1,"2023-01-09"
15670914,"Basic","N2",76,1,"2023-12-25"
15604073,"Basic","N2",32,0,"2024-04-22"
15806027,"Basic","S2",4,0,"2023-02-26"
15574886,"Basic","N2",9,0,"2023-10-10"
15707120,"Basic","S1",88,0,"2024-03-20"
15800845,"Plus","S1",56,0,"2024-04-05"
15603914,"Basic","S1",16,1,"2024-05-04"
15722765,"Basic","N1",81,0,"2023-12-25"
15783305,"Plus","W1",86,1,"2024-11-20"
15574842,"Basic","W1",71,0,"2024-08-16"
15607837,"Plus","N3",10,0,"2024-08-19"
15714877,"Plus","S2",93,0,"2023-03-06"
15782941,"Plus","S1",36,0,"2024-03-04"
15630167,"Plus","S1",24,0,"2025-05-04"
15759038,"Basic","N2",64,0,"2025-03-12"
15661821,"Plus","S1",56,0,"2025-05-17"
15728006,"Basic","N2",78,0,"2024-04-01"
15689351,"Basic","N2",78,0,"2023-05-16"
15782247,"Plus","N3",89,0,"2025-01-31"
15769064,"Basic","N1",22,0,"2024-08-28"
15613189,"Plus","N2",52,0,"2023-02-17"
15661734,"Plus","N2",50,0,"2024-09-03"
15592645,"Premium","W1",47,0,"2025-04-29"
15768387,"Premium","N3",23,1,"2023-07-13"
15792525,"Basic","N2",96,1,"2023-04-27"
15586976,"Basic","S2",90,1,"2025-02-17"
15790659,"Plus","N1",91,0,"2025-03-30"
15691446,"Basic","S2",76,0,"2023-06-13"
15772632,"Plus","S1",83,1,"2024-04-23"
15706587,"Plus","N1",19,0,"2023-10-14"
15572461,"Plus","S1",52,0,"2024-06-19"
15654409,"Basic","W1",34,0,"2024-05-08"
15568025,"Basic","N2",96,0,"2024-02-09"
15715769,"Basic","N3",29,0,"2023-04-06"
15667458,"Basic","S2",61,0,"2024-05-11"
15567980,"Premium","S1",85,0,"2023-09-11"
15679294,"Basic","N2",35,1,"2024-02-18"
15606507,"Basic","S2",5,0,"2024-09-24"
15578825,"Basic","S2",76,0,"2024-08-06"
15619935,"Plus","W1",7,1,"2025-05-14"
15636089,"Plus","W1",41,0,"2024-01-06"
15727490,"Basic","S1",2,1,"2024-07-29"
15591766,"Basic","N2",89,0,"2023-08-31"
15641629,"Basic","N3",10,0,"2024-09-30"
15813303,"Basic","S1",44,1,"2024-01-08"
15756920,"Plus","S2",70,0,"2023-02-08"
15726403,"Plus","S2",91,0,"2025-06-15"
15592765,"Basic","N1",35,0,"2023-12-19"
15704442,"Basic","N2",62,0,"2024-03-01"
15641136,"Premium","N1",74,1,"2023-03-18"
15725818,"Basic","W1",73,0,"2024-05-24"
15612071,"Plus","N3",20,0,"2024-05-31"
15719809,"Basic","S1",35,1,"2023-05-20"
15716518,"Basic","S2",37,0,"2023-09-09"
15742210,"Basic","N2",72,1,"2024-10-30"
15630617,"Basic","S2",54,0,"2025-02-09"
15720838,"Premium","W1",95,0,"2023-11-13"
15595537,"Basic","N1",80,0,"2024-02-24"
15623196,"Basic","N1",28,1,"2025-05-28"
15679249,"Basic","S1",70,0,"2025-01-18"
15693199,"Basic","N2",32,0,"2023-03-16"
15661219,"Basic","W1",92,0,"2025-06-16"
15617136,"Basic","N2",11,0,"2023-01-29"
15760294,"Plus","S1",42,0,"2023-02-10"
15652808,"Basic","W1",23,1,"2024-06-24"
15657139,"Basic","W1",30,0,"2024-05-06"
15803790,"Premium","N1",9,0,"2023-04-10"
15764105,"Basic","N1",92,0,"2023-11-16"
15672610,"Premium","N1",88,0,"2024-07-23"
15766896,"Basic","S2",59,1,"2024-12-23"
15587735,"Premium","N3",28,0,"2024-10-11"
15659501,"Plus","N1",88,1,"2024-06-06"
15745001,"Plus","N3",79,0,"2025-04-24"
15651140,"Premium","N3",33,1,"2025-05-25"
15571148,"Basic","N2",47,0,"2023-07-08"
15776824,"Premium","S1",98,1,"2024-03-25"
15633141,"Basic","S2",22,0,"2023-04-04"
15778155,"Basic","N3",29,1,"2025-05-03"
15715920,"Basic","S2",34,0,"2023-06-30"
15671917,"Basic","N2",42,0,"2023-11-17"
15666548,"Basic","N1",52,0,"2023-10-10"
15625623,"Plus","W1",47,1,"2024-01-26"
15748123,"Basic","N3",74,0,"2023-11-17"
15648735,"Plus","S1",51,1,"2024-07-23"
15634974,"Plus","W1",45,0,"2023-01-25"
15713378,"Basic","N2",94,1,"2025-03-26"
15753370,"Basic","S2",75,0,"2023-09-17"
15782659,"Basic","N1",34,0,"2024-05-11"
15583364,"Basic","S2",21,0,"2023-08-01"
15625942,"Basic","S1",13,0,"2023-04-25"
15720284,"Basic","N3",54,0,"2024-03-27"
15679642,"Basic","S1",25,0,"2024-11-30"
15628007,"Premium","S2",21,1,"2025-02-10"
15661974,"Plus","S2",1,1,"2024-10-09"
15689341,"Basic","W1",58,0,"2024-05-04"
15607993,"Plus","S1",69,0,"2024-08-24"
15693267,"Basic","S1",86,0,"2025-01-02"
15769522,"Basic","S1",71,0,"2024-06-11"
15755825,"Plus","N1",13,0,"2024-10-20"
15598175,"Basic","S2",52,1,"2024-01-20"
15744327,"Basic","N2",23,1,"2024-09-04"
15798666,"Premium","N1",21,0,"2024-02-22"
15577064,"Premium","N1",6,0,"2023-08-07"
15759436,"Plus","N1",20,0,"2025-05-29"
15690231,"Plus","W1",76,1,"2024-07-10"
15751561,"Plus","N2",40,0,"2023-03-04"
15739068,"Basic","S1",9,0,"2023-12-16"
15758056,"Basic","W1",50,1,"2024-01-25"
15742269,"Basic","S2",28,0,"2025-03-14"
15726490,"Basic","N3",11,0,"2024-01-12"
15738411,"Basic","W1",96,0,"2025-05-20"
15727919,"Basic","N3",75,1,"2023-03-07"
15709396,"Premium","S2",88,0,"2023-04-29"
15654106,"Premium","N2",56,1,"2025-01-15"
15621653,"Plus","N3",79,1,"2023-01-08"
15598086,"Basic","N1",35,1,"2024-12-07"
15752300,"Premium","W1",81,0,"2025-01-08"
15658693,"Basic","N3",25,1,"2023-01-27"
15631838,"Plus","S2",99,0,"2023-10-17"
15578809,"Plus","N3",31,0,"2023-06-08"
15752026,"Basic","S2",81,0,"2023-05-25"
15723706,"Premium","N2",50,1,"2024-04-11"
15752838,"Premium","S2",87,1,"2025-01-15"
15569571,"Basic","N2",63,0,"2023-04-18"
15769703,"Basic","N1",47,1,"2025-06-09"
15679770,"Premium","S2",1,1,"2024-03-14"
15791102,"Basic","S1",58,1,"2023-07-22"
15655192,"Premium","W1",10,0,"2025-02-15"
15709487,"Plus","S1",8,0,"2025-04-04"
15687130,"Basic","S1",26,0,"2023-10-28"
15755178,"Basic","S1",34,0,"2024-03-13"
15634772,"Basic","W1",19,0,"2023-01-11"
15617197,"Plus","S1",78,1,"2025-04-16"
15631240,"Basic","N2",72,1,"2024-08-29"
15784301,"Basic","S2",1,0,"2024-10-03"
15631310,"Basic","N1",48,0,"2023-04-13"
15756560,"Plus","S1",25,0,"2025-02-23"
15732270,"Premium","S1",24,0,"2024-04-30"
15739357,"Premium","N1",47,0,"2023-04-20"
15771540,"Basic","N1",84,1,"2025-03-14"
15567486,"Plus","S1",94,0,"2024-10-04"
15714634,"Plus","N2",69,0,"2024-12-03"
15727021,"Plus","N1",67,0,"2025-03-21"
15650670,"Premium","S2",32,0,"2023-04-03"
15711834,"Basic","S2",17,1,"2025-03-11"
15729763,"Basic","N2",61,1,"2024-12-18"
15646566,"Premium","W1",69,0,"2025-05-19"
15645463,"Basic","N3",11,1,"2024-06-24"
15672144,"Plus","N2",38,0,"2024-11-29"
15596088,"Premium","S1",68,0,"2025-04-28"
15614878,"Basic","N3",19,0,"2024-05-21"
15635240,"Premium","S1",87,0,"2023-06-26"
15775905,"Basic","S2",17,0,"2024-03-14"
15700657,"Basic","N1",13,0,"2025-04-22"
15611905,"Plus","S1",91,0,"2024-10-29"
15652527,"Premium","S2",1,0,"2025-01-27"
15785865,"Basic","N2",2,1,"2024-12-11"
15645942,"Basic","S1",82,0,"2024-05-25"
15688691,"Plus","S2",100,1,"2023-04-19"
15592736,"Plus","N1",97,0,"2025-05-21"
15673529,"Plus","S1",100,1,"2023-03-13"
15724145,"Basic","W1",66,0,"2024-05-03"
15704629,"Basic","S2",68,0,"2025-01-02"
1156754929,"Basic","S1",16,0,"2023-10-08"
15731790,"Plus","N1",4,0,"2025-06-07"
15634719,"Basic","S1",57,1,"2023-08-02"
15703205,"Basic","S1",73,1,"2024-04-01"
15567333,"Premium","W1",85,0,"2024-08-09"
15754537,"Basic","S2",23,0,"2024-02-22"
15612030,"Premium","N3",2,0,"2025-01-23"
15573242,"Plus","S1",67,0,"2024-05-24"
15601892,"Plus","N3",87,1,"2024-10-23"
15663885,"Basic","N2",26,0,"2023-11-19"
15701096,"Basic","S1",7,0,"2023-06-27"
15710450,"Plus","N3",100,0,"2024-11-18"
15790846,"Plus","N2",44,0,"2023-04-14"
15658956,"Plus","W1",33,1,"2023-04-29"
15755223,"Basic","S2",64,0,"2024-12-12"
15787318,"Plus","S1",36,0,"2024-08-04"
15737310,"Plus","S2",4,0,"2023-02-26"
15763665,"Plus","N2",23,0,"2024-02-13"
15668818,"Plus","S2",25,0,"2024-07-31"
15765812,"Plus","S2",90,1,"2023-02-27"
15704844,"Plus","N1",92,1,"2023-04-27"
15744582,"Basic","N2",92,1,"2024-02-29"
15616700,"Basic","S2",85,1,"2025-03-29"
15683521,"Basic","N3",74,0,"2023-01-21"
15583049,"Basic","N2",27,0,"2023-03-20"
15643752,"Basic","N1",51,0,"2025-04-03"
15620398,"Basic","S1",79,1,"2025-05-15"
15715707,"Basic","W1",81,1,"2024-07-12"
15814209,"Basic","S2",99,0,"2025-06-04"
15733768,"Plus","N3",69,1,"2024-11-13"
15755242,"Premium","N1",80,0,"2024-08-18"
15729412,"Basic","N2",23,0,"2023-04-18"
15746564,"Premium","W1",9,0,"2025-03-09"
15665221,"Basic","W1",33,0,"2023-09-28"
15640846,"Basic","S2",35,0,"2024-11-18"
15700209,"Basic","N1",50,0,"2025-04-09"
15658360,"Basic","N1",24,1,"2024-04-20"
15602735,"Plus","N3",88,0,"2023-03-11"
15724834,"Plus","S1",24,1,"2024-01-22"
15800062,"Basic","S1",19,0,"2023-06-15"
15685300,"Basic","S1",39,1,"2025-05-04"
15760102,"Basic","W1",61,1,"2023-02-27"
15787026,"Basic","W1",25,1,"2024-03-26"
15653696,"Basic","N2",95,0,"2023-09-02"
15788946,"Basic","W1",25,0,"2023-02-14"
15600724,"Plus","W1",27,0,"2024-11-14"
15574324,"Premium","N1",32,0,"2025-02-14"
15707144,"Basic","N2",11,0,"2024-01-18"
15775891,"Premium","N1",69,0,"2024-07-31"
15711789,"Basic","N3",33,0,"2025-04-18"
15600879,"Basic","N3",19,1,"2024-12-01"
15716000,"Basic","N2",16,0,"2025-02-23"
15766776,"Plus","N2",99,1,"2023-03-12"
15680278,"Premium","W1",11,0,"2025-05-14"
15688637,"Plus","N3",75,0,"2024-07-01"
15591179,"Basic","S2",74,0,"2023-08-27"
15677435,"Plus","S1",98,1,"2024-08-02"
15698619,"Basic","W1",69,1,"2023-04-18"
15581036,"Premium","S1",87,1,"2023-07-27"
15622117,"Basic","N3",55,0,"2025-02-27"
15599301,"Basic","S1",25,0,"2024-12-22"
15581548,"Plus","S2",93,0,"2023-10-29"
15586870,"Plus","S2",77,0,"2024-03-05"
15735263,"Basic","N1",96,1,"2023-12-14"
15765322,"Plus","N2",34,1,"2023-04-17"
15582944,"Basic","S1",12,0,"2025-06-10"
15687162,"Plus","S2",88,1,"2024-06-11"
15644962,"Plus","N2",21,0,"2025-01-20"
15612615,"Plus","N2",29,0,"2024-02-10"
15813439,"Plus","N1",51,0,"2025-01-03"
15604544,"Basic","N2",23,0,"2023-09-13"
15761348,"Basic","N2",33,0,"2023-10-28"
15785078,"Plus","W1",8,0,"2023-05-25"
15759874,"Basic","N3",42,1,"2024-11-06"
15643658,"Basic","N1",77,0,"2024-06-07"
15713267,"Basic","N1",69,0,"2024-07-15"
15737782,"Basic","S1",41,0,"2025-04-06"
15815490,"Plus","N2",74,1,"2023-12-26"
15679410,"Basic","S1",63,0,"2024-06-07"
15756241,"Plus","W1",14,1,"2024-04-28"
15688409,"Basic","S2",88,0,"2023-07-09"
15742272,"Basic","N2",62,0,"2023-10-23"
15717898,"Basic","S2",75,0,"2023-04-03"
15769582,"Basic","N3",46,0,"2023-05-10"
15635660,"Basic","W1",67,0,"2025-05-10"
15576723,"Plus","N2",93,0,"2024-04-28"
15591577,"Basic","S1",53,0,"2025-05-25"
15582325,"Plus","S1",52,0,"2024-02-13"
15693947,"Basic","N2",94,0,"2023-12-07"
15760446,"Basic","S1",7,1,"2023-08-02"
15611105,"Plus","N2",81,1,"2023-11-26"
15630920,"Basic","N1",84,1,"2025-06-13"
15574910,"Basic","S1",54,0,"2025-03-09"
15756472,"Basic","N2",11,0,"2023-06-24"
15682890,"Basic","N2",25,1,"2024-03-19"
15641994,"Plus","S1",59,0,"2023-07-20"
15733297,"Basic","N1",88,1,"2024-09-08"
15767793,"Plus","S1",66,1,"2025-01-12"
15725698,"Premium","N2",27,0,"2023-04-08"
15813532,"Basic","N1",83,0,"2023-04-13"
15576760,"Premium","S2",58,1,"2024-07-06"
15732102,"Basic","N3",93,1,"2023-05-31"
15739046,"Premium","S1",11,1,"2023-09-25"
15631927,"Basic","W1",55,0,"2025-04-18"
15672115,"Plus","N2",19,0,"2023-12-18"
15618765,"Basic","N1",92,0,"2024-04-11"
15679148,"Basic","N1",39,0,"2023-10-05"
15728474,"Plus","S2",85,0,"2024-07-21"
15636999,"Plus","S1",90,1,"2023-01-16"
15754261,"Basic","W1",86,0,"2024-03-31"
15629150,"Basic","N1",70,0,"2025-01-03"
15736274,"Plus","S2",11,0,"2023-06-28"
15627697,"Plus","N2",14,0,"2023-05-14"
15721585,"Premium","S2",60,1,"2023-09-15"
15639946,"Plus","S1",36,1,"2023-03-03"
15792176,"Premium","S2",41,0,"2024-04-26"
15699450,"Plus","N1",2,0,"2024-04-21"
15729954,"Basic","N1",57,0,"2024-09-26"
15600103,"Basic","N3",60,0,"2023-02-11"
15786200,"Plus","S2",20,0,"2024-01-08"
15797010,"Plus","N2",22,0,"2024-01-08"
15670172,"Basic","W1",4,1,"2023-10-26"
15627352,"Basic","W1",56,0,"2023-02-21"
15622494,"Premium","S1",93,0,"2024-01-14"
15585835,"Basic","N3",58,0,"2023-11-08"
15595071,"Basic","S2",88,1,"2024-08-01"
15667190,"Basic","N3",88,1,"2023-10-31"
15780212,"Basic","N1",58,0,"2023-02-04"
15766869,"Basic","S1",30,0,"2024-10-09"
15775741,"Basic","S2",76,1,"2024-08-10"
15628170,"Plus","W1",19,1,"2025-01-23"
15701318,"Basic","N2",62,0,"2024-05-07"
15710928,"Plus","N1",68,0,"2024-05-05"
15682547,"Premium","N3",79,0,"2025-03-10"
15631170,"Basic","S1",84,1,"2023-08-09"
15648702,"Plus","N3",44,0,"2025-03-23"
15783444,"Basic","W1",84,0,"2024-08-19"
15809178,"Premium","N3",61,1,"2023-05-03"
15806688,"Basic","N2",21,1,"2024-12-07"
15675422,"Plus","N1",10,0,"2023-04-12"
15681550,"Plus","S2",30,0,"2025-03-05"
15812628,"Basic","N2",24,0,"2025-06-05"
15597951,"Basic","W1",48,0,"2024-05-29"
15807045,"Plus","S1",55,0,"2023-11-09"
15581748,"Plus","W1",52,0,"2024-05-20"
15770420,"Basic","W1",38,0,"2024-05-08"
15608230,"Plus","N3",67,0,"2025-01-28"
15730339,"Basic","S1",93,1,"2024-10-21"
15712584,"Plus","N2",8,1,"2023-07-18"
15592816,"Basic","W1",29,0,"2024-09-24"
15641480,"Premium","N2",10,1,"2024-11-11"
15708505,"Basic","S2",69,0,"2024-05-27"
15791131,"Basic","N3",75,1,"2023-11-26"
15618225,"Basic","N2",68,0,"2024-09-12"
15644724,"Basic","S1",49,1,"2025-06-18"
15662098,"Basic","W1",58,0,"2023-11-23"
15723894,"Basic","S2",35,0,"2023-01-10"
15787699,"Plus","S1",50,1,"2023-05-07"
15687738,"Basic","N3",40,0,"2024-10-30"
15576126,"Basic","S2",12,0,"2023-08-19"
15658889,"Basic","S2",85,0,"2023-01-15"
15667046,"Basic","S2",16,0,"2025-02-25"
15669957,"Basic","W1",78,0,"2024-05-01"
15655794,"Basic","N1",85,0,"2024-03-17"
15599829,"Basic","S2",48,0,"2025-05-27"
15753332,"Basic","S1",91,0,"2024-07-11"
15671124,"Basic","S1",100,1,"2023-10-01"
15767474,"Plus","N3",1,0,"2024-09-09"
15720671,"Basic","N2",65,0,"2023-01-03"
15626787,"Basic","N2",22,0,"2023-11-22"
15774491,"Premium","N1",15,1,"2023-09-10"
15579647,"Basic","W1",84,1,"2024-06-17"
15625522,"Plus","W1",67,0,"2023-02-24"
15765806,"Basic","S2",14,1,"2025-06-04"
15566708,"Plus","N1",73,1,"2024-03-23"
15668347,"Plus","N3",19,1,"2023-10-24"
15575214,"Basic","N3",40,0,"2024-09-13"
15591123,"Premium","N2",98,0,"2024-01-08"
15573280,"Basic","N3",4,0,"2025-01-04"
15589018,"Basic","S2",33,0,"2024-04-13"
15654495,"Plus","S1",43,0,"2025-01-29"
15597265,"Plus","N3",37,0,"2023-05-16"
15733876,"Basic","N1",66,1,"2025-04-12"
15677217,"Basic","S2",27,0,"2025-06-17"
15747265,"Basic","N3",45,0,"2023-09-03"
15713379,"Basic","W1",81,1,"2023-03-11"
15730433,"Plus","N3",50,0,"2024-04-25"
15693347,"Basic","W1",95,0,"2024-06-13"
15715465,"Basic","S2",63,0,"2024-05-04"
15680736,"Basic","N3",6,1,"2024-05-17"
15610765,"Basic","W1",95,1,"2024-11-28"
15650034,"Basic","S1",67,0,"2023-04-27"
15782468,"Plus","N2",67,1,"2023-09-14"
15685109,"Premium","S2",97,0,"2025-02-28"
15776233,"Plus","W1",59,0,"2024-08-29"
15761141,"Basic","N1",13,0,"2024-03-03"
15781702,"Premium","N3",21,0,"2023-04-25"
15790235,"Plus","W1",64,0,"2024-05-08"
15641416,"Plus","W1",37,0,"2023-03-03"
15659475,"Basic","W1",80,0,"2025-02-25"
15642202,"Basic","N2",85,0,"2025-04-06"
15771417,"Basic","N1",48,0,"2024-05-11"
15700487,"Basic","N1",56,1,"2024-09-27"
15726589,"Basic","S1",44,0,"2023-03-21"
15747503,"Basic","N2",13,0,"2024-10-20"
15595883,"Basic","W1",4,0,"2024-04-29"
15663826,"Plus","S2",95,1,"2023-01-22"
15742820,"Basic","N2",73,0,"2024-08-17"
15624793,"Basic","N2",33,0,"2023-11-20"
15597930,"Premium","N1",37,0,"2024-05-31"
15665110,"Premium","S1",53,0,"2023-09-18"
15770719,"Plus","S1",24,0,"2025-03-02"
15731327,"Premium","N2",89,0,"2023-05-09"
15576044,"Basic","N2",51,1,"2024-09-17"
15775662,"Premium","N3",41,0,"2023-10-11"
15646817,"Basic","W1",29,1,"2023-02-16"
15596060,"Basic","N1",59,0,"2025-05-02"
15723299,"Basic","W1",40,0,"2023-07-07"
15636982,"Basic","S2",51,0,"2023-01-19"
15751175,"Basic","S2",50,0,"2024-08-21"
15618936,"Plus","S1",36,0,"2024-10-15"
15787529,"Plus","N1",79,1,"2025-02-01"
15780128,"Plus","W1",60,1,"2025-04-17"
15615991,"Basic","S1",18,1,"2025-05-31"
15757001,"Plus","S2",20,0,"2023-01-08"
15595388,"Plus","N2",5,0,"2023-02-06"
15699550,"Basic","N1",18,1,"2024-08-20"
15581620,"Plus","N1",40,0,"2023-03-13"
15600934,"Basic","W1",1,1,"2024-01-16"
15738672,"Basic","N3",19,1,"2023-09-23"
15721307,"Premium","W1",87,1,"2023-03-08"
739748391,"Basic","N2",26,0,"2024-10-14"
15768244,"Basic","N2",29,1,"2025-03-17"
15806837,"Premium","S1",59,0,"2023-03-05"
15643496,"Plus","N1",63,0,"2023-01-30"
15813916,"Basic","S1",98,0,"2025-06-18"
15626385,"Basic","N2",83,0,"2024-07-10"
15603582,"Basic","N3",62,0,"2024-10-07"
15764351,"Plus","N1",48,1,"2023-01-16"
15667938,"Basic","N2",62,0,"2023-10-05"
15576360,"Basic","N3",18,0,"2024-12-31"
15628813,"Premium","W1",66,0,"2023-10-04"
15584190,"Basic","S2",27,0,"2023-08-09"
15716449,"Basic","N2",6,0,"2023-07-12"
15759913,"Basic","S2",70,1,"2024-10-31"
15701555,"Plus","S1",59,0,"2023-01-24"
15758482,"Basic","S2",6,1,"2025-04-11"
15758171,"Basic","N2",31,1,"2023-05-21"
15680346,"Plus","S2",94,0,"2025-01-03"
15649124,"Basic","N1",56,0,"2023-01-26"
15812917,"Basic","N2",54,0,"2023-04-08"
15768455,"Basic","N3",85,1,"2023-10-03"
15703059,"Basic","S2",41,0,"2024-07-26"
15646196,"Basic","N1",18,0,"2025-06-10"
15585451,"Basic","S1",87,1,"2023-08-31"
15714057,"Basic","S1",23,1,"2024-03-08"
15748473,"Basic","S2",92,0,"2023-01-09"
15785782,"Plus","S1",36,1,"2025-06-14"
15693233,"Premium","N3",25,0,"2025-05-18"
15757521,"Plus","N2",7,1,"2023-09-29"
15812513,"Premium","N1",82,0,"2025-02-10"
15674950,"Basic","W1",20,0,"2023-02-01"
15678572,"Premium","S2",5,0,"2025-05-01"
15713608,"Basic","S1",18,0,"2024-08-27"
15579262,"Premium","N2",33,0,"2024-04-23"
15610426,"Premium","W1",79,0,"2023-05-08"
15776454,"Plus","N3",35,0,"2025-01-18"
15771483,"Premium","S1",65,0,"2023-01-17"
15648489,"Plus","S1",63,1,"2024-07-06"
15646609,"Basic","N1",85,0,"2024-04-17"
15693203,"Basic","N3",72,0,"2023-10-28"
15813067,"Plus","N3",71,1,"2025-02-22"
15769829,"Basic","S2",41,0,"2025-02-26"
15662434,"Plus","W1",50,1,"2023-02-11"
15773503,"Premium","N1",30,1,"2025-02-16"
15705890,"Basic","S2",38,0,"2023-02-21"
15711398,"Plus","N1",35,1,"2023-07-07"
15752375,"Premium","N3",66,0,"2023-05-31"
15659175,"Premium","N1",46,0,"2023-09-01"
15597033,"Premium","N1",8,0,"2025-03-11"
15590228,"Basic","N1",68,0,"2024-05-05"
15631848,"Premium","N2",37,0,"2023-05-07"
15654211,"Plus","N2",85,1,"2024-12-17"
15707968,"Basic","W1",13,0,"2024-02-13"
15594084,"Basic","W1",73,1,"2025-03-28"
15651093,"Plus","N3",45,1,"2025-05-18"
15798824,"Basic","N1",29,1,"2024-09-03"
15671591,"Plus","N3",41,0,"2023-12-10"
15707189,"Plus","N2",56,0,"2024-08-13"
15733581,"Basic","N1",88,1,"2024-11-25"
15641640,"Plus","S2",16,1,"2023-04-08"
15585284,"Plus","N2",12,1,"2023-03-09"
15617866,"Basic","N2",66,1,"2025-04-25"
15667751,"Basic","N2",62,0,"2025-06-18"
15669411,"Basic","N1",19,1,"2023-01-28"
15789425,"Basic","W1",30,0,"2023-01-29"
15570943,"Premium","S1",16,0,"2025-04-29"
15685829,"Basic","S2",88,0,"2024-09-25"
15721917,"Plus","S2",13,1,"2023-07-31"
15776047,"Basic","N3",69,1,"2024-11-18"
15716024,"Basic","N1",23,0,"2024-09-08"
15675328,"Plus","W1",62,0,"2024-04-24"
15604314,"Plus","N2",31,1,"2023-03-13"
15658339,"Basic","S1",53,0,"2024-05-05"
15630402,"Basic","N1",17,0,"2023-04-20"
15689616,"Basic","N1",49,0,"2023-04-23"
15774224,"Basic","W1",49,0,"2024-02-01"
15701291,"Plus","S1",67,1,"2023-08-20"
15719606,"Basic","N2",26,0,"2023-02-12"
15644119,"Basic","N1",13,0,"2023-09-22"
15646859,"Basic","S2",38,0,"2025-03-18"
15606836,"Premium","S2",22,0,"2023-02-15"
15664150,"Premium","S1",85,0,"2024-07-23"
